Nome,Embalagens_Sustentaveis,Reducao_Desperdicio,Fornecedores_Locais,Emprego_Justo,Envolvimento_Comunitario,Produtos_Saudaveis,Transparencia_Negocios,Cumprimento_Regulamentacao,Etica_Relacionamentos,Conformidade_ESG
FoodTruck37158,1,1,0,1,1,1,1,1,1,1
FoodTruck37159,0,1,1,1,1,1,1,1,0,1
FoodTruck37160,1,1,1,1,0,1,0,1,1,1
FoodTruck37161,1,1,1,1,1,0,0,1,1,1
FoodTruck37162,1,1,1,1,1,0,1,1,1,1
FoodTruck37163,1,1,1,1,1,0,0,1,1,1
FoodTruck37164,1,1,1,0,1,1,1,1,1,1
FoodTruck37165,0,1,1,1,0,1,1,1,1,1
FoodTruck37166,1,1,0,1,1,1,1,0,1,1
FoodTruck37167,1,1,1,1,1,1,0,1,1,1
FoodTruck37168,0,0,1,1,1,1,1,1,1,1
FoodTruck37169,1,0,1,1,1,1,1,1,1,1
FoodTruck37170,1,0,1,1,0,1,1,1,1,1
FoodTruck37171,1,1,1,0,1,1,1,1,1,1
FoodTruck37172,1,1,0,0,1,1,1,1,1,1
FoodTruck37173,1,1,1,0,0,1,1,1,1,1
FoodTruck37174,1,1,1,0,0,1,1,1,1,1
FoodTruck37175,1,1,1,0,0,1,1,1,1,1
FoodTruck37176,1,1,1,1,1,1,1,0,1,1
FoodTruck37177,1,0,1,0,1,1,1,1,1,1
FoodTruck37178,1,1,0,1,1,1,0,1,1,1
FoodTruck37179,1,0,0,1,1,1,1,1,1,1
FoodTruck37180,1,1,1,1,1,1,0,0,1,1
FoodTruck37181,1,1,0,1,1,1,1,0,1,1
FoodTruck37182,0,1,1,1,1,1,1,1,1,1
FoodTruck37183,1,1,1,0,1,1,1,0,1,1
FoodTruck37184,1,1,0,1,1,0,1,1,1,1
FoodTruck37185,1,1,1,0,0,1,1,1,1,1
FoodTruck37186,1,1,1,0,1,0,1,1,1,1
FoodTruck37187,0,1,0,1,1,1,1,1,1,1
FoodTruck37188,1,1,0,1,0,1,1,1,1,1
FoodTruck37189,1,1,1,0,0,1,1,1,1,1
FoodTruck37190,0,1,1,1,1,0,1,1,1,1
FoodTruck37191,1,1,1,1,0,1,1,1,1,1
FoodTruck37192,1,1,1,0,0,1,1,1,1,1
FoodTruck37193,1,1,1,1,0,1,1,1,1,1
FoodTruck37194,1,1,1,1,0,1,1,1,0,1
FoodTruck37195,0,0,1,1,1,1,1,1,1,1
FoodTruck37196,1,0,0,1,1,1,1,1,1,1
FoodTruck37197,1,1,1,0,1,1,0,1,1,1
FoodTruck37198,1,1,0,1,1,1,1,1,1,1
FoodTruck37199,1,1,0,0,1,1,1,1,1,1
FoodTruck37200,1,1,1,1,1,0,1,1,1,1
FoodTruck37201,1,1,1,0,0,1,1,1,1,1
FoodTruck37202,0,1,1,1,1,0,1,1,1,1
FoodTruck37203,0,1,0,1,1,1,1,1,1,1
FoodTruck37204,1,1,1,1,1,1,0,0,1,1
FoodTruck37205,0,1,1,1,1,1,1,1,1,1
FoodTruck37206,1,1,1,1,1,1,1,1,0,1
FoodTruck37207,1,1,0,1,1,1,1,1,0,1
FoodTruck37208,1,1,1,1,1,1,0,1,0,1
FoodTruck37209,0,1,0,1,1,1,1,1,1,1
FoodTruck37210,1,1,0,1,1,1,0,1,1,1
FoodTruck37211,1,1,1,1,1,1,1,1,0,1
FoodTruck37212,1,0,1,1,1,0,1,1,1,1
FoodTruck37213,0,1,1,1,0,1,1,1,1,1
FoodTruck37214,1,1,1,1,1,0,0,1,1,1
FoodTruck37215,1,1,1,1,1,0,1,1,1,1
FoodTruck37216,0,1,1,1,1,0,1,1,1,1
FoodTruck37217,0,0,1,1,1,1,1,1,1,1
FoodTruck37218,1,1,1,1,1,1,0,1,0,1
FoodTruck37219,0,1,1,1,1,1,1,1,0,1
FoodTruck37220,1,0,0,1,1,1,1,1,1,1
FoodTruck37221,1,1,1,0,0,1,1,1,1,1
FoodTruck37222,1,1,1,0,1,1,1,0,1,1
FoodTruck37223,1,1,0,1,1,1,1,1,0,1
FoodTruck37224,1,1,0,0,1,1,1,1,1,1
FoodTruck37225,1,1,1,1,0,1,1,1,0,1
FoodTruck37226,0,1,1,1,1,0,1,1,1,1
FoodTruck37227,1,1,1,1,1,1,0,1,1,1
FoodTruck37228,1,1,1,0,1,0,1,1,1,1
FoodTruck37229,0,0,1,1,1,1,1,1,1,1
FoodTruck37230,1,1,1,1,1,0,0,1,1,1
FoodTruck37231,1,1,1,1,0,0,1,1,1,1
FoodTruck37232,1,1,1,1,1,1,0,1,1,1
FoodTruck37233,0,1,0,1,1,1,1,1,1,1
FoodTruck37234,1,1,1,1,1,1,1,0,1,1
FoodTruck37235,1,1,1,1,1,0,0,1,1,1
FoodTruck37236,1,1,1,0,1,0,1,1,1,1
FoodTruck37237,1,0,1,1,1,1,1,0,1,1
FoodTruck37238,1,0,1,1,1,1,0,1,1,1
FoodTruck37239,1,0,1,1,1,0,1,1,1,1
FoodTruck37240,1,0,1,1,1,0,1,1,1,1
FoodTruck37241,0,1,1,1,0,1,1,1,1,1
FoodTruck37242,1,1,0,1,1,1,1,1,0,1
FoodTruck37243,1,1,1,0,1,0,1,1,1,1
FoodTruck37244,1,0,1,1,0,1,1,1,1,1
FoodTruck37245,1,1,1,1,1,1,1,0,1,1
FoodTruck37246,1,1,1,1,0,1,1,1,0,1
FoodTruck37247,0,0,1,1,1,1,1,1,1,1
FoodTruck37248,1,1,1,0,1,1,1,1,0,1
FoodTruck37249,1,1,1,0,1,0,1,1,1,1
FoodTruck37250,0,1,1,1,1,1,1,0,1,1
FoodTruck37251,0,1,1,0,1,1,1,1,1,1
FoodTruck37252,1,1,1,1,1,1,1,0,0,1
FoodTruck37253,1,1,0,0,1,1,1,1,1,1
FoodTruck37254,1,0,1,1,0,1,1,1,1,1
FoodTruck37255,0,1,0,1,1,1,1,1,1,1
FoodTruck37256,1,0,1,1,1,1,0,1,1,1
FoodTruck37257,0,1,1,1,1,1,1,1,0,1
FoodTruck37258,1,1,0,0,1,1,1,1,1,1
FoodTruck37259,1,1,0,1,1,1,1,1,1,1
FoodTruck37260,0,1,1,1,1,1,1,0,1,1
FoodTruck37261,1,1,1,1,1,1,0,0,1,1
FoodTruck37262,0,1,1,1,0,1,1,1,1,1
FoodTruck37263,1,1,0,0,1,1,1,1,1,1
FoodTruck37264,0,0,1,1,1,1,1,1,1,1
FoodTruck37265,1,1,1,1,0,1,0,1,1,1
FoodTruck37266,1,1,0,1,1,0,1,1,1,1
FoodTruck37267,1,1,1,1,1,1,0,0,1,1
FoodTruck37268,1,1,1,1,1,1,1,0,1,1
FoodTruck37269,0,1,1,1,1,1,1,1,0,1
FoodTruck37270,1,1,1,1,0,1,1,1,1,1
FoodTruck37271,1,0,1,1,1,1,1,1,1,1
FoodTruck37272,0,1,1,1,1,1,1,1,0,1
FoodTruck37273,1,1,1,1,1,1,0,0,1,1
FoodTruck37274,1,1,1,1,1,1,0,0,1,1
FoodTruck37275,1,1,0,1,1,1,1,1,1,1
FoodTruck37276,1,0,1,1,1,1,1,1,1,1
FoodTruck37277,1,1,1,0,1,1,1,0,1,1
FoodTruck37278,1,0,1,1,1,1,1,0,1,1
FoodTruck37279,1,1,1,1,1,0,1,1,0,1
FoodTruck37280,1,1,1,1,1,1,0,0,1,1
FoodTruck37281,1,1,0,1,1,1,1,1,1,1
FoodTruck37282,0,1,0,1,1,1,1,1,1,1
FoodTruck37283,1,0,1,1,0,1,1,1,1,1
FoodTruck37284,1,0,1,1,0,1,1,1,1,1
FoodTruck37285,1,1,1,0,1,0,1,1,1,1
FoodTruck37286,1,0,1,1,1,1,1,0,1,1
FoodTruck37287,1,1,0,1,1,0,1,1,1,1
FoodTruck37288,1,1,1,0,1,1,1,1,1,1
FoodTruck37289,1,1,0,1,1,1,0,1,1,1
FoodTruck37290,1,1,1,1,0,0,1,1,1,1
FoodTruck37291,1,0,1,1,1,1,1,1,1,1
FoodTruck37292,1,1,1,0,1,1,0,1,1,1
FoodTruck37293,1,1,1,1,0,0,1,1,1,1
FoodTruck37294,1,1,1,0,1,1,1,1,1,1
FoodTruck37295,1,1,1,1,1,1,0,0,1,1
FoodTruck37296,1,1,1,0,0,1,1,1,1,1
FoodTruck37297,0,1,0,1,1,1,1,1,1,1
FoodTruck37298,1,1,0,1,1,1,0,1,1,1
FoodTruck37299,1,0,1,1,1,1,1,0,1,1
FoodTruck37300,0,1,1,1,1,1,1,1,1,1
FoodTruck37301,1,1,0,1,1,1,0,1,1,1
FoodTruck37302,1,0,0,1,1,1,1,1,1,1
FoodTruck37303,1,0,0,1,1,1,1,1,1,1
FoodTruck37304,1,1,1,0,1,1,0,1,1,1
FoodTruck37305,1,1,1,1,0,1,1,1,0,1
FoodTruck37306,1,1,1,1,1,0,1,0,1,1
FoodTruck37307,1,0,1,1,1,0,1,1,1,1
FoodTruck37308,0,0,1,1,1,1,1,1,1,1
FoodTruck37309,1,1,0,1,1,1,1,0,1,1
FoodTruck37310,1,1,1,1,0,1,0,1,1,1
FoodTruck37311,1,1,1,1,1,0,1,1,0,1
FoodTruck37312,1,1,1,1,0,0,1,1,1,1
FoodTruck37313,1,1,0,1,1,1,1,0,1,1
FoodTruck37314,1,1,1,1,1,0,1,1,1,1
FoodTruck37315,1,1,1,1,1,1,0,1,1,1
FoodTruck37316,1,1,1,0,0,1,1,1,1,1
FoodTruck37317,1,1,1,1,0,0,1,1,1,1
FoodTruck37318,1,1,0,1,1,1,0,1,1,1
FoodTruck37319,1,1,1,1,0,1,1,1,0,1
FoodTruck37320,1,1,0,1,1,1,1,1,0,1
FoodTruck37321,0,1,0,1,1,1,1,1,1,1
FoodTruck37322,1,1,0,1,1,1,1,0,1,1
FoodTruck37323,1,1,1,0,1,0,1,1,1,1
FoodTruck37324,1,1,1,1,1,0,1,0,1,1
FoodTruck37325,1,0,1,0,1,1,1,1,1,1
FoodTruck37326,1,1,1,0,1,0,1,1,1,1
FoodTruck37327,1,1,1,1,1,1,0,1,1,1
FoodTruck37328,1,0,1,0,1,1,1,1,1,1
FoodTruck37329,1,1,1,0,1,1,1,0,1,1
FoodTruck37330,1,1,1,0,1,1,1,1,0,1
FoodTruck37331,1,1,0,1,1,1,0,1,1,1
FoodTruck37332,1,0,1,1,1,1,0,1,1,1
FoodTruck37333,1,1,1,1,0,0,1,1,1,1
FoodTruck37334,1,1,1,1,1,0,1,1,0,1
FoodTruck37335,1,0,0,1,1,1,1,1,1,1
FoodTruck37336,1,0,1,1,1,1,0,1,1,1
FoodTruck37337,0,1,1,1,0,1,1,1,1,1
FoodTruck37338,1,1,1,1,0,1,1,1,1,1
FoodTruck37339,1,1,0,1,1,1,1,1,0,1
FoodTruck37340,1,1,1,1,0,0,1,1,1,1
FoodTruck37341,1,0,1,1,0,1,1,1,1,1
FoodTruck37342,1,1,0,1,1,1,1,0,1,1
FoodTruck37343,1,1,0,1,0,1,1,1,1,1
FoodTruck37344,1,1,0,1,1,1,1,1,1,1
FoodTruck37345,1,1,1,1,1,1,1,1,0,1
FoodTruck37346,1,1,1,0,1,1,0,1,1,1
FoodTruck37347,1,1,1,1,1,1,0,1,1,1
FoodTruck37348,1,0,1,1,1,1,1,1,1,1
FoodTruck37349,1,1,1,0,0,1,1,1,1,1
FoodTruck37350,1,1,1,0,1,1,1,1,0,1
FoodTruck37351,0,1,1,1,0,1,1,1,1,1
FoodTruck37352,1,1,0,1,1,1,1,1,0,1
FoodTruck37353,0,1,1,1,0,1,1,1,1,1
FoodTruck37354,0,1,1,1,1,1,1,1,1,1
FoodTruck37355,1,1,0,1,1,1,0,1,1,1
FoodTruck37356,0,1,1,1,1,0,1,1,1,1
FoodTruck37357,1,1,1,1,1,1,1,1,0,1
FoodTruck37358,0,0,1,1,1,1,1,1,1,1
FoodTruck37359,1,1,1,0,1,0,1,1,1,1
FoodTruck37360,0,1,1,1,1,1,1,0,1,1
FoodTruck37361,0,1,0,1,1,1,1,1,1,1
FoodTruck37362,0,1,1,1,1,1,0,1,1,1
FoodTruck37363,1,1,1,1,1,0,1,0,1,1
FoodTruck37364,1,1,1,0,1,1,1,1,1,1
FoodTruck37365,1,0,1,1,0,1,1,1,1,1
FoodTruck37366,0,1,1,1,0,1,1,1,1,1
FoodTruck37367,0,1,1,1,1,1,1,1,0,1
FoodTruck37368,1,1,1,1,1,0,1,0,1,1
FoodTruck37369,1,1,1,1,0,1,0,1,1,1
FoodTruck37370,1,1,0,1,0,1,1,1,1,1
FoodTruck37371,0,1,1,1,1,1,0,1,1,1
FoodTruck37372,1,1,1,1,0,1,1,1,0,1
FoodTruck37373,1,1,1,0,1,1,1,1,0,1
FoodTruck37374,1,0,1,1,1,1,0,1,1,1
FoodTruck37375,1,0,1,1,1,0,1,1,1,1
FoodTruck37376,1,1,0,1,1,1,1,0,1,1
FoodTruck37377,1,1,1,1,0,1,1,0,1,1
FoodTruck37378,1,1,1,1,1,0,0,1,1,1
FoodTruck37379,1,0,1,1,1,1,1,1,0,1
FoodTruck37380,0,0,1,1,1,1,1,1,1,1
FoodTruck37381,1,1,0,1,0,1,1,1,1,1
FoodTruck37382,0,0,1,1,1,1,1,1,1,1
FoodTruck37383,1,1,1,1,1,1,0,1,1,1
FoodTruck37384,1,1,0,1,1,1,1,1,1,1
FoodTruck37385,1,1,1,1,1,1,1,1,0,1
FoodTruck37386,1,1,1,1,1,0,1,0,1,1
FoodTruck37387,1,1,1,1,1,1,0,1,1,1
FoodTruck37388,1,1,1,0,1,0,1,1,1,1
FoodTruck37389,0,1,1,1,1,0,1,1,1,1
FoodTruck37390,0,1,1,1,1,1,0,1,1,1
FoodTruck37391,1,1,1,1,0,1,1,1,0,1
FoodTruck37392,0,1,0,1,1,1,1,1,1,1
FoodTruck37393,1,1,1,1,1,0,0,1,1,1
FoodTruck37394,0,1,1,1,1,0,1,1,1,1
FoodTruck37395,1,1,1,1,1,1,0,1,0,1
FoodTruck37396,1,1,1,1,1,0,0,1,1,1
FoodTruck37397,1,0,1,1,1,1,1,1,0,1
FoodTruck37398,1,0,1,1,1,1,1,1,0,1
FoodTruck37399,0,1,1,0,1,1,1,1,1,1
FoodTruck37400,1,0,1,1,1,1,1,1,1,1
FoodTruck37401,1,1,1,0,1,1,0,1,1,1
FoodTruck37402,1,1,1,1,1,1,1,1,0,1
FoodTruck37403,1,1,0,1,0,1,1,1,1,1
FoodTruck37404,1,1,1,1,0,1,1,0,1,1
FoodTruck37405,1,0,1,1,1,0,1,1,1,1
FoodTruck37406,0,1,1,1,1,1,0,1,1,1
FoodTruck37407,1,1,1,1,0,1,1,1,1,1
FoodTruck37408,1,1,1,0,1,1,1,1,0,1
FoodTruck37409,1,1,1,1,1,1,1,1,1,1
FoodTruck37410,1,1,1,1,0,1,1,1,0,1
FoodTruck37411,1,1,1,1,0,1,1,1,1,1
FoodTruck37412,1,1,1,0,1,1,0,1,1,1
FoodTruck37413,1,1,1,1,0,1,1,1,0,1
FoodTruck37414,1,0,1,1,1,1,1,1,0,1
FoodTruck37415,1,1,1,1,1,0,1,1,1,1
FoodTruck37416,0,1,1,1,1,1,1,1,1,1
FoodTruck37417,1,0,1,1,1,1,1,1,1,1
FoodTruck37418,1,1,1,1,1,1,1,1,0,1
FoodTruck37419,1,0,1,1,1,1,1,0,1,1
FoodTruck37420,0,1,1,1,1,1,1,1,1,1
FoodTruck37421,1,1,1,0,1,0,1,1,1,1
FoodTruck37422,1,1,0,0,1,1,1,1,1,1
FoodTruck37423,1,0,1,1,1,1,1,0,1,1
FoodTruck37424,1,1,1,1,1,0,0,1,1,1
FoodTruck37425,1,0,1,1,1,0,1,1,1,1
FoodTruck37426,1,0,1,1,1,1,1,0,1,1
FoodTruck37427,1,0,0,1,1,1,1,1,1,1
FoodTruck37428,1,1,1,1,0,0,1,1,1,1
FoodTruck37429,1,1,0,1,1,1,1,1,1,1
FoodTruck37430,1,1,1,0,1,1,1,1,1,1
FoodTruck37431,1,1,1,1,0,1,1,1,0,1
FoodTruck37432,1,1,0,1,1,1,0,1,1,1
FoodTruck37433,1,1,1,0,1,1,1,1,1,1
FoodTruck37434,1,1,1,1,1,1,1,1,0,1
FoodTruck37435,1,0,0,1,1,1,1,1,1,1
FoodTruck37436,1,1,0,1,0,1,1,1,1,1
FoodTruck37437,0,1,1,1,1,1,1,0,1,1
FoodTruck37438,0,1,1,1,0,1,1,1,1,1
FoodTruck37439,1,1,1,0,1,1,1,1,1,1
FoodTruck37440,1,0,1,1,1,1,0,1,1,1
FoodTruck37441,0,1,0,1,1,1,1,1,1,1
FoodTruck37442,1,1,1,0,0,1,1,1,1,1
FoodTruck37443,1,0,1,0,1,1,1,1,1,1
FoodTruck37444,1,1,1,1,1,1,0,1,0,1
FoodTruck37445,1,1,1,1,1,1,1,1,0,1
FoodTruck37446,0,1,1,1,1,1,1,1,1,1
FoodTruck37447,1,1,0,1,1,0,1,1,1,1
FoodTruck37448,0,1,1,1,1,1,1,1,0,1
FoodTruck37449,1,1,1,1,1,0,1,0,1,1
FoodTruck37450,1,0,1,1,1,1,0,1,1,1
FoodTruck37451,1,1,1,0,0,1,1,1,1,1
FoodTruck37452,1,1,1,0,1,1,1,1,0,1
FoodTruck37453,1,1,0,1,1,1,1,1,0,1
FoodTruck37454,0,1,1,1,1,1,1,0,1,1
FoodTruck37455,1,1,1,1,1,1,0,1,0,1
FoodTruck37456,1,1,1,1,0,1,1,1,0,1
FoodTruck37457,1,0,1,1,1,1,1,1,0,1
FoodTruck37458,1,1,1,0,1,1,0,1,1,1
FoodTruck37459,1,1,1,0,1,1,1,0,1,1
FoodTruck37460,1,1,0,1,1,1,0,1,1,1
FoodTruck37461,1,1,1,1,1,1,1,0,0,1
FoodTruck37462,1,1,1,1,1,0,0,1,1,1
FoodTruck37463,1,0,1,1,1,0,1,1,1,1
FoodTruck37464,1,1,1,0,0,1,1,1,1,1
FoodTruck37465,1,1,1,1,1,0,1,1,1,1
FoodTruck37466,0,1,1,1,0,1,1,1,1,1
FoodTruck37467,1,1,1,1,0,1,1,1,0,1
FoodTruck37468,1,1,1,1,1,1,1,1,0,1
FoodTruck37469,1,1,1,1,1,1,1,0,1,1
FoodTruck37470,1,1,1,0,1,0,1,1,1,1
FoodTruck37471,1,1,1,1,1,0,1,1,1,1
FoodTruck37472,1,1,0,1,1,0,1,1,1,1
FoodTruck37473,1,1,0,1,0,1,1,1,1,1
FoodTruck37474,1,1,1,1,0,1,1,1,0,1
FoodTruck37475,1,0,1,1,1,1,1,0,1,1
FoodTruck37476,1,1,1,1,0,0,1,1,1,1
FoodTruck37477,1,1,1,1,1,1,1,0,1,1
FoodTruck37478,0,1,1,1,1,1,1,0,1,1
FoodTruck37479,1,1,1,1,1,1,1,0,1,1
FoodTruck37480,0,1,1,1,1,1,1,0,1,1
FoodTruck37481,1,1,1,1,0,1,1,0,1,1
FoodTruck37482,1,1,0,1,1,1,0,1,1,1
FoodTruck37483,1,1,1,1,1,1,0,1,0,1
FoodTruck37484,1,1,0,1,0,1,1,1,1,1
FoodTruck37485,1,1,1,1,1,0,0,1,1,1
FoodTruck37486,1,0,0,1,1,1,1,1,1,1
FoodTruck37487,0,1,1,1,1,1,1,1,1,1
FoodTruck37488,1,0,1,1,1,1,1,1,1,1
FoodTruck37489,0,0,1,1,1,1,1,1,1,1
FoodTruck37490,1,0,0,1,1,1,1,1,1,1
FoodTruck37491,0,1,1,1,1,1,1,1,1,1
FoodTruck37492,1,0,1,1,1,0,1,1,1,1
FoodTruck37493,1,1,1,1,1,1,1,1,1,1
FoodTruck37494,1,1,1,1,0,1,0,1,1,1
FoodTruck37495,1,1,1,0,1,1,1,1,1,1
FoodTruck37496,1,1,1,1,1,1,1,0,0,1
FoodTruck37497,0,0,1,1,1,1,1,1,1,1
FoodTruck37498,1,1,0,1,1,1,1,1,0,1
FoodTruck37499,0,1,1,1,1,1,1,1,1,1
FoodTruck37500,1,1,1,1,0,1,1,0,1,1
FoodTruck37501,1,0,1,1,1,1,1,1,1,1
FoodTruck37502,1,1,1,1,1,0,1,1,1,1
FoodTruck37503,0,1,1,0,1,1,1,1,1,1
FoodTruck37504,1,1,0,1,1,1,1,0,1,1
FoodTruck37505,0,1,1,1,1,1,1,0,1,1
FoodTruck37506,1,0,1,1,0,1,1,1,1,1
FoodTruck37507,1,1,1,1,1,0,1,1,1,1
FoodTruck37508,0,1,1,1,0,1,1,1,1,1
FoodTruck37509,1,1,1,0,1,1,0,1,1,1
FoodTruck37510,1,1,1,0,1,1,1,1,0,1
FoodTruck37511,0,1,1,1,1,1,1,0,1,1
FoodTruck37512,1,1,1,1,0,1,1,0,1,1
FoodTruck37513,1,1,1,1,0,1,1,1,1,1
FoodTruck37514,1,1,1,1,0,1,1,0,1,1
FoodTruck37515,0,1,0,1,1,1,1,1,1,1
FoodTruck37516,1,1,0,1,1,1,1,1,0,1
FoodTruck37517,1,0,0,1,1,1,1,1,1,1
FoodTruck37518,0,1,0,1,1,1,1,1,1,1
FoodTruck37519,0,1,1,1,1,1,1,0,1,1
FoodTruck37520,1,1,1,1,1,1,1,1,0,1
FoodTruck37521,1,1,0,1,1,1,1,1,0,1
FoodTruck37522,1,1,0,1,1,1,1,1,0,1
FoodTruck37523,1,1,1,0,1,1,1,0,1,1
FoodTruck37524,1,1,1,0,1,1,1,1,1,1
FoodTruck37525,1,1,0,0,1,1,1,1,1,1
FoodTruck37526,1,1,1,0,1,1,1,0,1,1
FoodTruck37527,1,1,1,1,1,0,1,1,1,1
FoodTruck37528,1,1,0,1,1,1,1,1,0,1
FoodTruck37529,1,1,1,1,1,0,1,1,0,1
FoodTruck37530,1,1,0,1,1,0,1,1,1,1
FoodTruck37531,1,1,1,1,1,0,1,1,0,1
FoodTruck37532,1,0,1,1,1,1,1,1,1,1
FoodTruck37533,1,1,1,1,1,1,1,1,0,1
FoodTruck37534,0,1,1,1,0,1,1,1,1,1
FoodTruck37535,1,1,0,1,1,1,1,0,1,1
FoodTruck37536,1,1,0,1,1,1,0,1,1,1
FoodTruck37537,1,0,1,1,1,1,0,1,1,1
FoodTruck37538,0,1,1,1,1,1,1,1,0,1
FoodTruck37539,0,1,1,1,1,1,0,1,1,1
FoodTruck37540,1,1,1,1,0,1,0,1,1,1
FoodTruck37541,1,1,1,1,1,1,1,0,0,1
FoodTruck37542,0,1,1,1,1,1,0,1,1,1
FoodTruck37543,1,0,1,1,1,0,1,1,1,1
FoodTruck37544,1,1,0,1,0,1,1,1,1,1
FoodTruck37545,0,0,1,1,1,1,1,1,1,1
FoodTruck37546,1,1,0,1,0,1,1,1,1,1
FoodTruck37547,0,1,1,1,1,1,1,1,0,1
FoodTruck37548,1,1,1,1,0,1,0,1,1,1
FoodTruck37549,1,0,0,1,1,1,1,1,1,1
FoodTruck37550,1,1,0,1,1,1,1,1,1,1
FoodTruck37551,1,1,1,1,1,0,1,1,1,1
FoodTruck37552,1,1,0,1,1,0,1,1,1,1
FoodTruck37553,1,1,1,1,1,1,1,0,0,1
FoodTruck37554,1,1,1,1,0,1,1,1,1,1
FoodTruck37555,0,1,0,1,1,1,1,1,1,1
FoodTruck37556,0,0,1,1,1,1,1,1,1,1
FoodTruck37557,1,1,1,1,1,1,0,0,1,1
FoodTruck37558,1,1,1,1,0,0,1,1,1,1
FoodTruck37559,0,1,1,1,1,1,1,1,0,1
FoodTruck37560,1,1,1,1,1,1,0,0,1,1
FoodTruck37561,1,1,1,0,1,1,1,0,1,1
FoodTruck37562,1,0,1,0,1,1,1,1,1,1
FoodTruck37563,1,1,1,0,1,0,1,1,1,1
FoodTruck37564,1,1,0,1,1,1,1,1,1,1
FoodTruck37565,1,1,1,1,1,0,1,0,1,1
FoodTruck37566,0,1,1,1,1,1,1,1,1,1
FoodTruck37567,1,1,1,0,1,0,1,1,1,1
FoodTruck37568,1,1,1,1,0,1,1,0,1,1
FoodTruck37569,0,1,1,1,1,1,0,1,1,1
FoodTruck37570,1,0,1,1,0,1,1,1,1,1
FoodTruck37571,1,1,1,1,1,0,1,0,1,1
FoodTruck37572,1,1,1,1,1,1,0,1,0,1
FoodTruck37573,1,1,1,1,1,1,0,1,1,1
FoodTruck37574,1,1,0,1,1,1,0,1,1,1
FoodTruck37575,1,0,0,1,1,1,1,1,1,1
FoodTruck37576,1,1,1,1,1,1,0,0,1,1
FoodTruck37577,1,1,1,0,1,0,1,1,1,1
FoodTruck37578,1,1,1,1,1,1,1,1,1,1
FoodTruck37579,1,1,1,0,1,1,1,1,1,1
FoodTruck37580,1,1,0,1,1,1,1,1,0,1
FoodTruck37581,1,1,1,0,1,0,1,1,1,1
FoodTruck37582,1,1,1,1,0,0,1,1,1,1
FoodTruck37583,1,1,1,1,1,1,0,1,0,1
FoodTruck37584,1,1,1,1,1,0,1,1,0,1
FoodTruck37585,1,1,1,1,1,1,0,0,1,1
FoodTruck37586,1,0,0,1,1,1,1,1,1,1
FoodTruck37587,1,0,1,1,0,1,1,1,1,1
FoodTruck37588,1,1,0,1,1,1,1,0,1,1
FoodTruck37589,1,1,1,1,1,1,1,0,0,1
FoodTruck37590,1,1,0,1,1,1,1,1,1,1
FoodTruck37591,0,0,1,1,1,1,1,1,1,1
FoodTruck37592,0,1,1,1,1,1,1,1,0,1
FoodTruck37593,1,1,1,1,1,1,1,0,0,1
FoodTruck37594,0,1,0,1,1,1,1,1,1,1
FoodTruck37595,1,1,0,1,1,1,1,1,1,1
FoodTruck37596,1,0,1,1,1,1,1,1,1,1
FoodTruck37597,1,1,1,1,0,1,0,1,1,1
FoodTruck37598,1,0,1,1,1,1,1,1,0,1
FoodTruck37599,1,0,1,1,1,1,0,1,1,1
FoodTruck37600,1,1,1,1,1,0,1,1,1,1
FoodTruck37601,1,1,1,1,1,1,1,1,1,1
FoodTruck37602,1,1,1,1,1,1,1,1,0,1
FoodTruck37603,0,1,1,0,1,1,1,1,1,1
FoodTruck37604,0,1,1,0,1,1,1,1,1,1
FoodTruck37605,1,1,1,1,0,1,0,1,1,1
FoodTruck37606,1,1,1,1,0,1,0,1,1,1
FoodTruck37607,1,1,1,1,1,1,0,1,0,1
FoodTruck37608,1,1,1,1,0,1,1,1,0,1
FoodTruck37609,1,1,1,1,1,0,1,0,1,1
FoodTruck37610,1,1,1,0,0,1,1,1,1,1
FoodTruck37611,1,0,1,1,1,1,1,1,1,1
FoodTruck37612,1,1,1,1,1,1,1,1,1,1
FoodTruck37613,1,1,1,1,1,0,1,1,1,1
FoodTruck37614,1,1,1,0,1,1,1,0,1,1
FoodTruck37615,0,1,1,1,1,0,1,1,1,1
FoodTruck37616,1,1,1,1,0,1,1,1,0,1
FoodTruck37617,1,1,1,1,1,0,1,0,1,1
FoodTruck37618,0,1,1,1,1,1,1,1,1,1
FoodTruck37619,1,1,1,1,1,1,0,0,1,1
FoodTruck37620,1,1,1,1,1,1,0,1,1,1
FoodTruck37621,1,0,1,1,1,0,1,1,1,1
FoodTruck37622,1,1,1,1,0,1,1,0,1,1
FoodTruck37623,1,1,0,1,1,1,1,0,1,1
FoodTruck37624,1,1,1,1,1,1,1,1,1,1
FoodTruck37625,1,1,0,1,1,0,1,1,1,1
FoodTruck37626,1,1,1,1,1,1,1,1,0,1
FoodTruck37627,0,1,1,1,1,1,1,1,0,1
FoodTruck37628,1,1,1,0,1,1,0,1,1,1
FoodTruck37629,1,0,1,1,1,1,1,1,0,1
FoodTruck37630,1,1,1,1,1,1,1,1,1,1
FoodTruck37631,1,1,1,1,0,1,1,0,1,1
FoodTruck37632,1,1,1,1,0,1,1,1,1,1
FoodTruck37633,1,0,1,1,1,1,1,1,1,1
FoodTruck37634,1,1,1,1,0,1,0,1,1,1
FoodTruck37635,1,0,1,1,1,1,0,1,1,1
